Czas (s),Temperatura w osi (C),Temperatura na powierzchni (C),Roznica dT (C)
32.3144,103.8848,415.1339,311.2491
32.7511,104.1389,416.9993,312.8604
33.1878,104.4031,418.8494,314.4463
33.6245,104.6777,420.6845,316.0068
34.0611,104.9626,422.5049,317.5423
34.4978,105.2579,424.3109,319.0530
34.9345,105.5637,426.1028,320.5391
35.3712,105.8801,427.8809,322.0007
35.8079,106.2072,429.6453,323.4382
36.2445,106.5448,431.3965,324.8517
36.6812,106.8932,433.1347,326.2414
37.1179,107.2523,434.8600,327.6076
37.5546,107.6222,436.5727,328.9505
37.9913,108.0028,438.2731,330.2703
38.4279,108.3942,439.9614,331.5672
38.8646,108.7964,441.6377,332.8413
39.3013,109.2094,443.3024,334.0930
39.7380,109.6331,444.9556,335.3225
40.1747,110.0676,446.5975,336.5298
40.6114,110.5129,448.2283,337.7154
41.0480,110.9689,449.8482,338.8793
41.4847,111.4356,451.4574,340.0218
41.9214,111.9129,453.0560,341.1430
42.3581,112.4009,454.6443,342.2433
42.7948,112.8995,456.2223,343.3228
43.2314,113.4087,457.7904,344.3817
43.6681,113.9283,459.3485,345.4203
44.1048,114.4584,460.8970,346.4386
44.5415,114.9988,462.4359,347.4371
44.9782,115.5496,463.9654,348.4157
45.4148,116.1107,465.4856,349.3749
45.8515,116.6820,466.9967,350.3147
46.2882,117.2634,468.4988,351.2354
46.7249,117.8549,469.9921,352.1372
47.1616,118.4564,471.4766,353.0203
47.5983,119.0678,472.9526,353.8848
48.0349,119.6890,474.4201,354.7311
48.4716,120.3200,475.8792,355.5592
48.9083,120.9607,477.3302,356.3695
49.3450,121.6110,478.7731,357.1620
49.7817,122.2708,480.2079,357.9371
50.2183,122.9401,481.6349,358.6949
50.6550,123.6186,483.0542,359.4356
51.0917,124.3065,484.4658,360.1593
51.5284,125.0035,485.8699,360.8664
51.9651,125.7096,487.2665,361.5569
52.4017,126.4246,488.6558,362.2312
52.8384,127.1485,490.0378,362.8893
53.2751,127.8813,491.4127,363.5315
53.7118,128.6227,492.7806,364.1579
54.1485,129.3727,494.1415,364.7688
54.5852,130.1313,495.4955,365.3643
55.0218,130.8982,496.8428,365.9446
55.4585,131.6735,498.1834,366.5100
55.8952,132.4569,499.5174,367.0605
56.3319,133.2485,500.8449,367.5964
56.7686,134.0481,502.1660,368.1178
57.2052,134.8557,503.4807,368.6250
57.6419,135.6710,504.7891,369.1181
58.0786,136.4941,506.0914,369.5973
58.5153,137.3248,507.3875,370.0627
58.9520,138.1630,508.6776,370.5146
59.3886,139.0087,509.9617,370.9530
59.8253,139.8617,511.2400,371.3783
60.2620,140.7219,512.5124,371.7905
60.6987,141.5893,513.7791,372.1898
61.1354,142.4637,515.0401,372.5764
61.5721,143.3450,516.2954,372.9504
62.0087,144.2332,517.5453,373.3120
62.4454,145.1282,518.7896,373.6614
62.8821,146.0298,520.0285,373.9988
63.3188,146.9379,521.2621,374.3242
63.7555,147.8526,522.4904,374.6378
64.1921,148.7736,523.7134,374.9399
64.6288,149.7008,524.9313,375.2305
65.0655,150.6343,526.1441,375.5098
65.5022,151.5738,527.3518,375.7779
65.9389,152.5194,528.5545,376.0351
66.3755,153.4708,529.7522,376.2814
66.8122,154.4281,530.9451,376.5170
67.2489,155.3911,532.1331,376.7420
67.6856,156.3597,533.3164,376.9567
68.1223,157.3339,534.4949,377.1610
68.5590,158.3135,535.6687,377.3552
68.9956,159.2985,536.8379,377.5394
69.4323,160.2888,538.0026,377.7138
69.8690,161.2843,539.1627,377.8784
70.3057,162.2849,540.3183,378.0334
70.7424,163.2905,541.4694,378.1789
71.1790,164.3011,542.6162,378.3152
71.6157,165.3165,543.7587,378.4422
72.0524,166.3367,544.8968,378.5601
72.4891,167.3616,546.0307,378.6691
72.9258,168.3911,547.1604,378.7693
73.3624,169.4252,548.2859,378.8608
73.7991,170.4637,549.4073,378.9436
74.2358,171.5066,550.5247,379.0181
74.6725,172.5538,551.6379,379.0842
75.1092,173.6052,552.7472,379.1420
75.5459,174.6607,553.8525,379.1918
75.9825,175.7204,554.9539,379.2336
76.4192,176.7840,556.0514,379.2675
76.8559,177.8515,557.1451,379.2936
77.2926,178.9229,558.2350,379.3121
77.7293,179.9981,559.3211,379.3230
78.1659,181.0770,560.4034,379.3265
78.6026,182.1595,561.4821,379.3226
79.0393,183.2455,562.5571,379.3116
79.4760,184.3351,563.6285,379.2934
79.9127,185.4281,564.6963,379.2682
80.3493,186.5244,565.7605,379.2361
80.7860,187.6241,566.8212,379.1971
81.2227,188.7269,567.8784,379.1515
81.6594,189.8330,568.9322,379.0992
82.0961,190.9421,569.9825,379.0404
82.5328,192.0542,571.0294,378.9752
82.9694,193.1693,572.0730,378.9036
83.4061,194.2874,573.1132,378.8259
83.8428,195.4082,574.1501,378.7419
84.2795,196.5319,575.1838,378.6519
84.7162,197.6582,576.2142,378.5560
85.1528,198.7873,577.2414,378.4541
85.5895,199.9189,578.2654,378.3465
86.0262,201.0531,579.2863,378.2332
86.4629,202.1898,580.3040,378.1142
86.8996,203.3289,581.3186,377.9897
87.3362,204.4704,582.3301,377.8598
87.7729,205.6142,583.3386,377.7245
88.2096,206.7602,584.3441,377.5839
88.6463,207.9085,585.3466,377.4381
89.0830,209.0590,586.3461,377.2871
89.5197,210.2115,587.3426,377.1311
89.9563,211.3661,588.3363,376.9702
90.3930,212.5227,589.3270,376.8043
90.8297,213.6813,590.3149,376.6336
91.2664,214.8417,591.2999,376.4582
91.7031,216.0041,592.2821,376.2780
92.1397,217.1682,593.2615,376.0933
92.5764,218.3341,594.2381,375.9041
93.0131,219.5016,595.2120,375.7103
93.4498,220.6709,596.1831,375.5122
93.8865,221.8418,597.1515,375.3098
94.3231,223.0142,598.1172,375.1030
94.7598,224.1882,599.0803,374.8921
95.1965,225.3636,600.0407,374.6771
95.6332,226.5405,600.9985,374.4580
96.0699,227.7188,601.9537,374.2349
96.5066,228.8984,602.9063,374.0079
96.9432,230.0794,603.8563,373.7770
97.3799,231.2616,604.8038,373.5422
97.8166,232.4450,605.7488,373.3038
98.2533,233.6297,606.6913,373.0616
98.6900,234.8154,607.6312,372.8158
99.1266,236.0023,608.5687,372.5664
99.5633,237.1903,609.5038,372.3135
100.0000,238.3793,610.4364,372.0572
100.4367,239.5692,611.3667,371.7974
100.8734,240.7602,612.2945,371.5343
101.3100,241.9520,613.2199,371.2679
101.7467,243.1448,614.1430,370.9983
102.1834,244.3384,615.0638,370.7254
102.6201,245.5328,615.9822,370.4495
103.0568,246.7279,616.8983,370.1704
103.4934,247.9239,617.8122,369.8883
103.9301,249.1205,618.7237,369.6032
104.3668,250.3178,619.6330,369.3152
104.8035,251.5158,620.5401,369.0243
105.2402,252.7143,621.4449,368.7306
105.6769,253.9135,622.3475,368.4341
106.1135,255.1132,623.2480,368.1348
106.5502,256.3134,624.1462,367.8328
106.9869,257.5141,625.0423,367.5282
107.4236,258.7152,625.9362,367.2210
107.8603,259.9168,626.8280,366.9112
108.2969,261.1188,627.7177,366.5989
108.7336,262.3211,628.6053,366.2842
109.1703,263.5238,629.4907,365.9670
109.6070,264.7268,630.3741,365.6474
110.0437,265.9300,631.2555,365.3254
110.4803,267.1336,632.1347,365.0012
110.9170,268.3373,633.0120,364.6747
111.3537,269.5413,633.8872,364.3459
111.7904,270.7454,634.7604,364.0150
112.2271,271.9497,635.6316,363.6819
112.6638,273.1541,636.5009,363.3467
113.1004,274.3587,637.3681,363.0095
113.5371,275.5633,638.2334,362.6702
113.9738,276.7679,639.0968,362.3289
114.4105,277.9726,639.9582,361.9856
114.8472,279.1773,640.8177,361.6404
115.2838,280.3819,641.6753,361.2933
115.7205,281.5865,642.5309,360.9444
116.1572,282.7911,643.3847,360.5936
116.5939,283.9955,644.2366,360.2411
117.0306,285.1999,645.0867,359.8868
117.4672,286.4041,645.9349,359.5308
117.9039,287.6082,646.7812,359.1731
118.3406,288.8121,647.6258,358.8137
118.7773,290.0158,648.4685,358.4527
119.2140,291.2193,649.3094,358.0901
119.6507,292.4225,650.1484,357.7259
120.0873,293.6255,650.9858,357.3602
120.5240,294.8283,651.8213,356.9930
120.9607,296.0307,652.6550,356.6243
121.3974,297.2328,653.4870,356.2542
121.8341,298.4346,654.3173,355.8827
122.2707,299.6361,655.1458,355.5097
122.7074,300.8371,655.9726,355.1354
123.1441,302.0378,656.7976,354.7598
123.5808,303.2381,657.6210,354.3829
124.0175,304.4380,658.4426,354.0046
124.4541,305.6374,659.2626,353.6252
124.8908,306.8364,660.0809,353.2445
125.3275,308.0349,660.8975,352.8626
125.7642,309.2330,661.7125,352.4795
126.2009,310.4305,662.5257,352.0953
126.6376,311.6275,663.3374,351.7099
127.0742,312.8240,664.1474,351.3234
127.5109,314.0199,664.9558,350.9359
127.9476,315.2153,665.7625,350.5473
128.3843,316.4101,666.5677,350.1576
128.8210,317.6043,667.3712,349.7670
129.2576,318.7978,668.1732,349.3754
129.6943,319.9908,668.9736,348.9828
130.1310,321.1831,669.7723,348.5892
130.5677,322.3748,670.5696,348.1947
131.0044,323.5658,671.3652,347.7994
131.4410,324.7562,672.1593,347.4031
131.8777,325.9458,672.9519,347.0060
132.3144,327.1348,673.7429,346.6081
132.7511,328.3230,674.5324,346.2093
133.1878,329.5106,675.3203,345.8097
133.6245,330.6973,676.1067,345.4094
134.0611,331.8834,676.8917,345.0083
134.4978,333.0686,677.6751,344.6065
134.9345,334.2531,678.4570,344.2039
135.3712,335.4368,679.2375,343.8006
135.8079,336.6197,680.0164,343.3967
136.2445,337.8018,680.7939,342.9921
136.6812,338.9831,681.5699,342.5868
137.1179,340.1636,682.3445,342.1809
137.5546,341.3432,683.1176,341.7744
137.9913,342.5219,683.8892,341.3673
138.4279,343.6998,684.6594,340.9596
138.8646,344.8769,685.4282,340.5513
139.3013,346.0530,686.1955,340.1425
139.7380,347.2283,686.9615,339.7332
140.1747,348.4026,687.7260,339.3233
140.6114,349.5761,688.4891,338.9130
141.0480,350.7486,689.2508,338.5021
141.4847,351.9202,690.0110,338.0908
141.9214,353.0909,690.7699,337.6791
142.3581,354.2606,691.5275,337.2669
142.7948,355.4294,692.2836,336.8542
143.2314,356.5972,693.0384,336.4412
143.6681,357.7640,693.7918,336.0278
144.1048,358.9298,694.5438,335.6139
144.5415,360.0947,695.2945,335.1998
144.9782,361.2586,696.0438,334.7852
145.4148,362.4214,696.7918,334.3703
145.8515,363.5833,697.5384,333.9551
146.2882,364.7441,698.2837,333.5396
146.7249,365.9039,699.0277,333.1237
147.1616,367.0627,699.7703,332.7076
147.5983,368.2205,700.5117,332.2912
148.0349,369.3771,701.2517,331.8745
148.4716,370.5328,701.9904,331.4576
148.9083,371.6874,702.7278,331.0404
149.3450,372.8409,703.4639,330.6230
149.7817,373.9933,704.1987,330.2054
150.2183,375.1446,704.9322,329.7876
150.6550,376.2949,705.6645,329.3696
151.0917,377.4441,706.3954,328.9514
151.5284,378.5922,707.1251,328.5330
151.9651,379.7391,707.8535,328.1144
152.4017,380.8850,708.5807,327.6957
152.8384,382.0297,709.3066,327.2769
153.2751,383.1733,710.0312,326.8579
153.7118,384.3158,710.7546,326.4388
154.1485,385.4572,711.4767,326.0196
154.5852,386.5974,712.1976,325.6003
155.0218,387.7365,712.9173,325.1808
155.4585,388.8744,713.6357,324.7613
155.8952,390.0112,714.3529,324.3418
156.3319,391.1468,715.0689,323.9221
156.7686,392.2812,715.7837,323.5024
157.2052,393.4145,716.4972,323.0827
157.6419,394.5466,717.2095,322.6629
158.0786,395.6775,717.9207,322.2431
158.5153,396.8073,718.6306,321.8233
158.9520,397.9359,719.3393,321.4035
159.3886,399.0632,720.0468,320.9836
159.8253,400.1894,720.7532,320.5638
160.2620,401.3144,721.4583,320.1439
160.6987,402.4381,722.1623,319.7241
161.1354,403.5607,722.8651,319.3044
161.5721,404.6821,723.5667,318.8846
162.0087,405.8022,724.2671,318.4649
162.4454,406.9211,724.9664,318.0453
162.8821,408.0388,725.6645,317.6257
163.3188,409.1553,726.3614,317.2061
163.7555,410.2705,727.0572,316.7867
164.1921,411.3846,727.7519,316.3673
164.6288,412.4973,728.4454,315.9480
165.0655,413.6089,729.1377,315.5288
165.5022,414.7192,729.8289,315.1097
165.9389,415.8282,730.5190,314.6908
166.3755,416.9360,731.2079,314.2719
166.8122,418.0426,731.8957,313.8531
167.2489,419.1479,732.5824,313.4345
167.6856,420.2519,733.2679,313.0160
168.1223,421.3547,733.9523,312.5977
168.5590,422.4562,734.6357,312.1795
168.9956,423.5565,735.3178,311.7614
169.4323,424.6554,735.9989,311.3435
169.8690,425.7531,736.6789,310.9257
170.3057,426.8496,737.3578,310.5082
170.7424,427.9448,738.0355,310.0908
171.1790,429.0386,738.7122,309.6736
171.6157,430.1313,739.3878,309.2565
172.0524,431.2226,740.0623,308.8397
172.4891,432.3126,740.7357,308.4230
172.9258,433.4014,741.4080,308.0066
173.3624,434.4888,742.0792,307.5903
173.7991,435.5750,742.7493,307.1743
174.2358,436.6599,743.4184,306.7585
174.6725,437.7435,744.0864,306.3429
175.1092,438.8258,744.7533,305.9275
175.5459,439.9068,745.4192,305.5124
175.9825,440.9865,746.0840,305.0975
176.4192,442.0649,746.7477,304.6828
176.8559,443.1420,747.4104,304.2684
177.2926,444.2178,748.0720,303.8542
177.7293,445.2923,748.7326,303.4403
178.1659,446.3655,749.3921,303.0266
178.6026,447.4373,750.0505,302.6132
179.0393,448.5079,750.7080,302.2001
179.4760,449.5771,751.3643,301.7872
179.9127,450.6451,752.0197,301.3746
180.3493,451.7117,752.6740,300.9623
180.7860,452.7770,753.3273,300.5502
181.2227,453.8410,753.9795,300.1385
181.6594,454.9037,754.6307,299.7270
182.0961,455.9650,755.2809,299.3158
182.5328,457.0251,755.9301,298.9050
182.9694,458.0838,756.5782,298.4944
183.4061,459.1412,757.2253,298.0841
183.8428,460.1973,757.8714,297.6741
184.2795,461.2520,758.5165,297.2645
184.7162,462.3055,759.1606,296.8551
185.1528,463.3576,759.8037,296.4461
185.5895,464.4083,760.4458,296.0374
186.0262,465.4578,761.0868,295.6290
186.4629,466.5059,761.7269,295.2210
186.8996,467.5527,762.3660,294.8132
187.3362,468.5982,763.0040,294.4058
187.7729,469.6423,763.6411,293.9988
188.2096,470.6852,764.2772,293.5920
188.6463,471.7266,764.9123,293.1857
189.0830,472.7668,765.5464,292.7796
189.5197,473.8056,766.1795,292.3739
189.9563,474.8431,766.8117,291.9686
190.3930,475.8793,767.4429,291.5636
190.8297,476.9141,768.0731,291.1590
191.2664,477.9476,768.7023,290.7547
191.7031,478.9798,769.3305,290.3508
192.1397,480.0106,769.9578,289.9472
192.5764,481.0401,770.5841,289.5440
193.0131,482.0683,771.2094,289.1412
193.4498,483.0951,771.8338,288.7387
193.8865,484.1206,772.4572,288.3366
194.3231,485.1448,773.0797,287.9349
194.7598,486.1676,773.7012,287.5336
195.1965,487.1891,774.3217,287.1327
195.6332,488.2093,774.9413,286.7321
196.0699,489.2281,775.5600,286.3319
196.5066,490.2456,776.1777,285.9321
196.9432,491.2618,776.7944,285.5327
197.3799,492.2766,777.4102,285.1336
197.8166,493.2901,778.0251,284.7350
198.2533,494.3023,778.6390,284.3367
198.6900,495.3131,779.2520,283.9389
199.1266,496.3226,779.8640,283.5414
199.5633,497.3308,780.4752,283.1444
200.0000,498.3376,781.0853,282.7477
200.4367,499.3431,781.6946,282.3515
200.8734,500.3473,782.3029,281.9556
201.3100,501.3501,782.9103,281.5602
201.7467,502.3516,783.5168,281.1651
202.1834,503.3518,784.1223,280.7705
202.6201,504.3507,784.7270,280.3763
203.0568,505.3482,785.3307,279.9825
203.4934,506.3444,785.9335,279.5891
203.9301,507.3392,786.5354,279.1961
204.3668,508.3328,787.1363,278.8036
204.8035,509.3250,787.7364,278.4114
205.2402,510.3158,788.3355,278.0197
205.6769,511.3054,788.9338,277.6284
206.1135,512.2936,789.5311,277.2375
206.5502,513.2805,790.1275,276.8471
206.9869,514.2661,790.7231,276.4570
207.4236,515.2503,791.3177,276.0674
207.8603,516.2332,791.9115,275.6782
208.2969,517.2148,792.5043,275.2895
208.7336,518.1951,793.0962,274.9012
209.1703,519.1740,793.6873,274.5133
209.6070,520.1516,794.2775,274.1258
210.0437,521.1279,794.8667,273.7388
210.4803,522.1029,795.4551,273.3522
210.9170,523.0766,796.0426,272.9660
211.3537,524.0489,796.6292,272.5803
211.7904,525.0200,797.2150,272.1950
212.2271,525.9897,797.7998,271.8102
212.6638,526.9580,798.3838,271.4258
213.1004,527.9251,798.9669,271.0418
213.5371,528.8909,799.5491,270.6583
213.9738,529.8553,800.1305,270.2752
214.4105,530.8184,800.7110,269.8925
214.8472,531.7802,801.2906,269.5103
215.2838,532.7407,801.8693,269.1286
215.7205,533.6999,802.4472,268.7473
216.1572,534.6578,803.0242,268.3664
216.5939,535.6144,803.6004,267.9860
217.0306,536.5696,804.1756,267.6060
217.4672,537.5236,804.7501,267.2265
217.9039,538.4762,805.3236,266.8474
218.3406,539.4275,805.8963,266.4688
218.7773,540.3776,806.4682,266.0906
219.2140,541.3263,807.0392,265.7129
219.6507,542.2737,807.6094,265.3356
220.0873,543.2198,808.1787,264.9588
220.5240,544.1646,808.7471,264.5825
220.9607,545.1082,809.3147,264.2066
221.3974,546.0504,809.8815,263.8311
221.8341,546.9913,810.4474,263.4561
222.2707,547.9309,811.0125,263.0815
222.7074,548.8692,811.5767,262.7075
223.1441,549.8063,812.1401,262.3338
223.5808,550.7420,812.7026,261.9606
224.0175,551.6764,813.2643,261.5879
224.4541,552.6096,813.8252,261.2156
224.8908,553.5414,814.3853,260.8438
225.3275,554.4720,814.9445,260.4725
225.7642,555.4013,815.5029,260.1016
226.2009,556.3293,816.0604,259.7312
226.6376,557.2560,816.6172,259.3612
227.0742,558.1814,817.1731,258.9917
227.5109,559.1055,817.7282,258.6226
227.9476,560.0284,818.2824,258.2540
228.3843,560.9499,818.8358,257.8859
228.8210,561.8702,819.3885,257.5182
229.2576,562.7892,819.9403,257.1510
229.6943,563.7070,820.4912,256.7843
230.1310,564.6234,821.0414,256.4180
230.5677,565.5386,821.5907,256.0522
231.0044,566.4525,822.1393,255.6868
231.4410,567.3651,822.6870,255.3219
231.8777,568.2764,823.2339,254.9575
232.3144,569.1865,823.7800,254.5935
232.7511,570.0953,824.3253,254.2300
233.1878,571.0029,824.8698,253.8670
233.6245,571.9091,825.4135,253.5044
234.0611,572.8141,825.9564,253.1423
234.4978,573.7179,826.4985,252.7806
234.9345,574.6203,827.0398,252.4194
235.3712,575.5216,827.5802,252.0587
235.8079,576.4215,828.1199,251.6984
236.2445,577.3202,828.6588,251.3386
236.6812,578.2176,829.1969,250.9793
237.1179,579.1138,829.7342,250.6204
237.5546,580.0087,830.2707,250.2620
237.9913,580.9024,830.8065,249.9041
238.4279,581.7948,831.3414,249.5466
238.8646,582.6859,831.8755,249.1896
239.3013,583.5758,832.4089,248.8331
239.7380,584.4645,832.9415,248.4770
240.1747,585.3519,833.4732,248.1214
240.6114,586.2380,834.0042,247.7662
241.0480,587.1229,834.5345,247.4115
241.4847,588.0066,835.0639,247.0573
241.9214,588.8890,835.5926,246.7036
242.3581,589.7702,836.1205,246.3503
242.7948,590.6501,836.6476,245.9974
243.2314,591.5288,837.1739,245.6451
243.6681,592.4063,837.6995,245.2932
244.1048,593.2825,838.2243,244.9417
244.5415,594.1575,838.7483,244.5908
244.9782,595.0313,839.2715,244.2403
245.4148,595.9038,839.7940,243.8902
245.8515,596.7751,840.3157,243.5407
246.2882,597.6451,840.8367,243.1915
246.7249,598.5140,841.3569,242.8429
247.1616,599.3816,841.8763,242.4947
247.5983,600.2479,842.3949,242.1470
248.0349,601.1131,842.9128,241.7997
248.4716,601.9770,843.4300,241.4529
248.9083,602.8397,843.9463,241.1066
249.3450,603.7012,844.4620,240.7607
249.7817,604.5615,844.9768,240.4153
250.2183,605.4205,845.4909,240.0704
250.6550,606.2784,846.0043,239.7259
251.0917,607.1350,846.5169,239.3819
251.5284,607.9904,847.0287,239.0384
251.9651,608.8446,847.5399,238.6953
252.4017,609.6976,848.0502,238.3526
252.8384,610.5494,848.5598,238.0105
253.2751,611.3999,849.0687,237.6688
253.7118,612.2493,849.5768,237.3275
254.1485,613.0974,850.0842,236.9867
254.5852,613.9444,850.5908,236.6464
255.0218,614.7902,851.0967,236.3065
255.4585,615.6347,851.6018,235.9671
255.8952,616.4781,852.1062,235.6282
256.3319,617.3202,852.6099,235.2897
256.7686,618.1612,853.1128,234.9517
257.2052,619.0009,853.6150,234.6141
257.6419,619.8395,854.1165,234.2770
258.0786,620.6769,854.6172,233.9404
258.5153,621.5131,855.1172,233.6042
258.9520,622.3481,855.6165,233.2684
259.3886,623.1819,856.1151,232.9332
259.8253,624.0145,856.6129,232.5983
260.2620,624.8460,857.1099,232.2640
260.6987,625.6762,857.6063,231.9301
261.1354,626.5053,858.1019,231.5966
261.5721,627.3332,858.5968,231.2636
262.0087,628.1599,859.0910,230.9311
262.4454,628.9855,859.5845,230.5990
262.8821,629.8098,860.0772,230.2674
263.3188,630.6330,860.5693,229.9362
263.7555,631.4550,861.0606,229.6055
264.1921,632.2759,861.5512,229.2753
264.6288,633.0956,862.0410,228.9455
265.0655,633.9141,862.5302,228.6161
265.5022,634.7314,863.0186,228.2872
265.9389,635.5476,863.5064,227.9588
266.3755,636.3626,863.9934,227.6308
266.8122,637.1765,864.4797,227.3033
267.2489,637.9891,864.9653,226.9762
267.6856,638.8007,865.4502,226.6495
268.1223,639.6110,865.9344,226.3233
268.5590,640.4203,866.4179,225.9976
268.9956,641.2283,866.9006,225.6723
269.4323,642.0352,867.3827,225.3475
269.8690,642.8410,867.8641,225.0231
270.3057,643.6456,868.3448,224.6992
270.7424,644.4490,868.8247,224.3757
271.1790,645.2513,869.3040,224.0527
271.6157,646.0525,869.7826,223.7301
272.0524,646.8525,870.2604,223.4079
272.4891,647.6514,870.7376,223.0862
272.9258,648.4491,871.2141,222.7650
273.3624,649.2457,871.6899,222.4442
273.7991,650.0411,872.1650,222.1238
274.2358,650.8354,872.6394,221.8039
274.6725,651.6286,873.1131,221.4845
275.1092,652.4207,873.5861,221.1655
275.5459,653.2116,874.0584,220.8469
275.9825,654.0013,874.5301,220.5288
276.4192,654.7900,875.0010,220.2111
276.8559,655.5775,875.4713,219.8938
277.2926,656.3639,875.9409,219.5770
277.7293,657.1491,876.4098,219.2607
278.1659,657.9333,876.8780,218.9448
278.6026,658.7163,877.3456,218.6293
279.0393,659.4982,877.8124,218.3143
279.4760,660.2790,878.2786,217.9997
279.9127,661.0586,878.7441,217.6855
280.3493,661.8372,879.2090,217.3718
280.7860,662.6146,879.6731,217.0585
281.2227,663.3909,880.1366,216.7457
281.6594,664.1661,880.5994,216.4333
282.0961,664.9402,881.0615,216.1214
282.5328,665.7131,881.5230,215.8098
282.9694,666.4850,881.9838,215.4988
283.4061,667.2558,882.4439,215.1881
283.8428,668.0254,882.9033,214.8779
284.2795,668.7940,883.3621,214.5681
284.7162,669.5614,883.8202,214.2588
285.1528,670.3278,884.2777,213.9499
285.5895,671.0930,884.7345,213.6414
286.0262,671.8572,885.1906,213.3334
286.4629,672.6202,885.6460,213.0258
286.8996,673.3822,886.1008,212.7186
287.3362,674.1431,886.5550,212.4119
287.7729,674.9028,887.0084,212.1056
288.2096,675.6615,887.4612,211.7997
288.6463,676.4191,887.9134,211.4943
289.0830,677.1756,888.3649,211.1893
289.5197,677.9310,888.8157,210.8847
289.9563,678.6854,889.2659,210.5805
290.3930,679.4386,889.7155,210.2768
290.8297,680.1908,890.1643,209.9735
291.2664,680.9419,890.6126,209.6707
291.7031,681.6919,891.0602,209.3682
292.1397,682.4409,891.5071,209.0662
292.5764,683.1887,891.9534,208.7646
293.0131,683.9355,892.3990,208.4635
293.4498,684.6812,892.8440,208.1628
293.8865,685.4259,893.2883,207.8625
294.3231,686.1694,893.7320,207.5626
294.7598,686.9119,894.1751,207.2631
295.1965,687.6534,894.6175,206.9641
295.6332,688.3937,895.0592,206.6655
296.0699,689.1330,895.5003,206.3673
296.5066,689.8713,895.9408,206.0695
296.9432,690.6085,896.3807,205.7722
297.3799,691.3446,896.8199,205.4753
297.8166,692.0797,897.2584,205.1788
298.2533,692.8137,897.6964,204.8827
298.6900,693.5466,898.1337,204.5871
299.1266,694.2785,898.5703,204.2918
299.5633,695.0094,899.0064,203.9970
300.0000,695.7392,899.4418,203.7026
300.4367,696.4679,899.8765,203.4086
300.8734,697.1956,900.3106,203.1150
301.3100,697.9223,900.7442,202.8219
301.7467,698.6479,901.1770,202.5292
302.1834,699.3724,901.6093,202.2369
302.6201,700.0959,902.0409,201.9450
303.0568,700.8184,902.4719,201.6535
