Czas (s),Temperatura w osi (C),Temperatura na powierzchni (C),Roznica dT (C)
22.0572,100.3939,366.4587,266.0648
22.1664,100.4074,367.0480,266.6406
22.2756,100.4211,367.6355,267.2144
22.3848,100.4352,368.2212,267.7860
22.4940,100.4496,368.8053,268.3556
22.6032,100.4644,369.3876,268.9232
22.7124,100.4795,369.9682,269.4887
22.8216,100.4950,370.5472,270.0522
22.9308,100.5108,371.1245,270.6136
23.0400,100.5270,371.7001,271.1731
23.1492,100.5436,372.2741,271.7305
23.2584,100.5605,372.8464,272.2859
23.3675,100.5778,373.4171,272.8393
23.4767,100.5955,373.9862,273.3907
23.5859,100.6136,374.5537,273.9401
23.6951,100.6321,375.1197,274.4876
23.8043,100.6509,375.6840,275.0330
23.9135,100.6702,376.2468,275.5766
24.0227,100.6899,376.8080,276.1181
24.1319,100.7099,377.3677,276.6577
24.2411,100.7304,377.9258,277.1954
24.3503,100.7513,378.4824,277.7311
24.4595,100.7726,379.0375,278.2649
24.5687,100.7944,379.5912,278.7968
24.6779,100.8165,380.1433,279.3267
24.7871,100.8391,380.6939,279.8548
24.8963,100.8622,381.2431,280.3809
25.0055,100.8857,381.7908,280.9051
25.1147,100.9096,382.3370,281.4274
25.2238,100.9340,382.8818,281.9479
25.3330,100.9588,383.4252,282.4664
25.4422,100.9841,383.9672,282.9831
25.5514,101.0098,384.5077,283.4979
25.6606,101.0360,385.0469,284.0108
25.7698,101.0627,385.5846,284.5219
25.8790,101.0898,386.1210,285.0311
25.9882,101.1175,386.6560,285.5385
26.0974,101.1456,387.1896,286.0440
26.2066,101.1741,387.7218,286.5477
26.3158,101.2032,388.2527,287.0495
26.4250,101.2328,388.7823,287.5495
26.5342,101.2629,389.3106,288.0477
26.6434,101.2934,389.8375,288.5441
26.7526,101.3245,390.3631,289.0386
26.8618,101.3560,390.8874,289.5313
26.9710,101.3881,391.4104,290.0222
27.0801,101.4207,391.9321,290.5114
27.1893,101.4538,392.4525,290.9987
27.2985,101.4875,392.9716,291.4842
27.4077,101.5216,393.4895,291.9679
27.5169,101.5563,394.0062,292.4499
27.6261,101.5915,394.5215,292.9300
27.7353,101.6272,395.0357,293.4084
27.8445,101.6635,395.5486,293.8850
27.9537,101.7003,396.0602,294.3599
28.0629,101.7377,396.5707,294.8330
28.1721,101.7756,397.0799,295.3043
28.2813,101.8141,397.5879,295.7738
28.3905,101.8531,398.0948,296.2417
28.4997,101.8927,398.6004,296.7077
28.6089,101.9328,399.1048,297.1721
28.7181,101.9735,399.6081,297.6346
28.8273,102.0147,400.1102,298.0955
28.9364,102.0566,400.6112,298.5546
29.0456,102.0990,401.1109,299.0120
29.1548,102.1419,401.6096,299.4677
29.2640,102.1855,402.1071,299.9216
29.3732,102.2296,402.6034,300.3738
29.4824,102.2743,403.0987,300.8244
29.5916,102.3196,403.5928,301.2732
29.7008,102.3654,404.0857,301.7203
29.8100,102.4119,404.5776,302.1657
29.9192,102.4590,405.0684,302.6094
30.0284,102.5066,405.5581,303.0514
30.1376,102.5549,406.0466,303.4918
30.2468,102.6037,406.5341,303.9304
30.3560,102.6532,407.0205,304.3674
30.4652,102.7032,407.5059,304.8027
30.5744,102.7539,407.9902,305.2363
30.6836,102.8051,408.4734,305.6682
30.7927,102.8570,408.9555,306.0985
30.9019,102.9095,409.4366,306.5271
31.0111,102.9626,409.9167,306.9540
31.1203,103.0164,410.3957,307.3793
31.2295,103.0707,410.8737,307.8030
31.3387,103.1257,411.3507,308.2250
31.4479,103.1813,411.8266,308.6453
31.5571,103.2375,412.3015,309.0640
31.6663,103.2944,412.7754,309.4811
31.7755,103.3518,413.2484,309.8965
31.8847,103.4099,413.7203,310.3103
31.9939,103.4687,414.1912,310.7225
32.1031,103.5281,414.6611,311.1330
32.2123,103.5881,415.1301,311.5420
32.3215,103.6488,415.5980,311.9493
32.4307,103.7101,416.0650,312.3550
32.5399,103.7720,416.5310,312.7590
32.6491,103.8346,416.9961,313.1615
32.7582,103.8978,417.4602,313.5624
32.8674,103.9617,417.9234,313.9617
32.9766,104.0262,418.3856,314.3593
33.0858,104.0914,418.8468,314.7554
33.1950,104.1572,419.3071,315.1499
33.3042,104.2237,419.7665,315.5428
33.4134,104.2909,420.2250,315.9341
33.5226,104.3587,420.6825,316.3238
33.6318,104.4271,421.1391,316.7120
33.7410,104.4962,421.5948,317.0986
33.8502,104.5660,422.0496,317.4836
33.9594,104.6364,422.5035,317.8671
34.0686,104.7075,422.9565,318.2489
34.1778,104.7793,423.4086,318.6293
34.2870,104.8517,423.8598,319.0080
34.3962,104.9248,424.3101,319.3853
34.5054,104.9986,424.7595,319.7609
34.6145,105.0730,425.2081,320.1350
34.7237,105.1481,425.6557,320.5076
34.8329,105.2239,426.1025,320.8786
34.9421,105.3003,426.5485,321.2481
35.0513,105.3774,426.9935,321.6161
35.1605,105.4552,427.4378,321.9825
35.2697,105.5337,427.8811,322.3475
35.3789,105.6128,428.3236,322.7108
35.4881,105.6926,428.7653,323.0727
35.5973,105.7731,429.2061,323.4331
35.7065,105.8543,429.6461,323.7919
35.8157,105.9361,430.0853,324.1492
35.9249,106.0186,430.5236,324.5050
36.0341,106.1018,430.9611,324.8593
36.1433,106.1857,431.3978,325.2122
36.2525,106.2702,431.8337,325.5635
36.3617,106.3555,432.2688,325.9133
36.4708,106.4414,432.7030,326.2616
36.5800,106.5280,433.1365,326.6085
36.6892,106.6153,433.5691,326.9538
36.7984,106.7032,434.0009,327.2977
36.9076,106.7919,434.4320,327.6401
37.0168,106.8812,434.8623,327.9811
37.1260,106.9712,435.2917,328.3205
37.2352,107.0619,435.7204,328.6585
37.3444,107.1533,436.1483,328.9951
37.4536,107.2453,436.5755,329.3301
37.5628,107.3381,437.0018,329.6637
37.6720,107.4315,437.4274,329.9959
37.7812,107.5256,437.8523,330.3266
37.8904,107.6204,438.2763,330.6559
37.9996,107.7159,438.6996,330.9837
38.1088,107.8121,439.1222,331.3101
38.2180,107.9090,439.5440,331.6350
38.3271,108.0065,439.9650,331.9585
38.4363,108.1047,440.3854,332.2806
38.5455,108.2037,440.8049,332.6013
38.6547,108.3033,441.2238,332.9205
38.7639,108.4036,441.6419,333.2383
38.8731,108.5045,442.0592,333.5547
38.9823,108.6062,442.4759,333.8697
39.0915,108.7085,442.8918,334.1832
39.2007,108.8116,443.3070,334.4954
39.3099,108.9153,443.7214,334.8061
39.4191,109.0197,444.1352,335.1155
39.5283,109.1248,444.5482,335.4234
39.6375,109.2306,444.9606,335.7300
39.7467,109.3370,445.3722,336.0352
39.8559,109.4442,445.7831,336.3390
39.9651,109.5520,446.1933,336.6414
40.0743,109.6605,446.6029,336.9424
40.1834,109.7697,447.0117,337.2420
40.2926,109.8796,447.4199,337.5403
40.4018,109.9901,447.8273,337.8372
40.5110,110.1014,448.2341,338.1327
40.6202,110.2133,448.6402,338.4269
40.7294,110.3259,449.0456,338.7197
40.8386,110.4392,449.4503,339.0111
40.9478,110.5531,449.8544,339.3012
41.0570,110.6678,450.2578,339.5900
41.1662,110.7831,450.6605,339.8774
41.2754,110.8991,451.0625,340.1634
41.3846,111.0158,451.4639,340.4481
41.4938,111.1332,451.8647,340.7315
41.6030,111.2512,452.2647,341.0135
41.7122,111.3699,452.6642,341.2942
41.8214,111.4893,453.0629,341.5736
41.9306,111.6094,453.4611,341.8517
42.0397,111.7301,453.8585,342.1284
42.1489,111.8516,454.2554,342.4038
42.2581,111.9736,454.6516,342.6779
42.3673,112.0964,455.0471,342.9507
42.4765,112.2199,455.4420,343.2222
42.5857,112.3440,455.8363,343.4924
42.6949,112.4687,456.2300,343.7612
42.8041,112.5942,456.6230,344.0288
42.9133,112.7203,457.0154,344.2951
43.0225,112.8471,457.4072,344.5601
43.1317,112.9746,457.7984,344.8238
43.2409,113.1027,458.1889,345.0862
43.3501,113.2315,458.5788,345.3474
43.4593,113.3609,458.9682,345.6072
43.5685,113.4911,459.3569,345.8658
43.6777,113.6218,459.7450,346.1231
43.7869,113.7533,460.1325,346.3792
43.8960,113.8854,460.5193,346.6340
44.0052,114.0182,460.9056,346.8875
44.1144,114.1516,461.2913,347.1397
44.2236,114.2857,461.6764,347.3907
44.3328,114.4204,462.0609,347.6405
44.4420,114.5558,462.4449,347.8890
44.5512,114.6919,462.8282,348.1363
44.6604,114.8286,463.2109,348.3823
44.7696,114.9660,463.5931,348.6271
44.8788,115.1040,463.9746,348.8706
44.9880,115.2427,464.3556,349.1129
45.0972,115.3820,464.7361,349.3540
45.2064,115.5220,465.1159,349.5939
45.3156,115.6626,465.4952,349.8325
45.4248,115.8039,465.8739,350.0699
45.5340,115.9458,466.2520,350.3061
45.6432,116.0884,466.6295,350.5411
45.7523,116.2316,467.0065,350.7749
45.8615,116.3755,467.3830,351.0075
45.9707,116.5200,467.7589,351.2389
46.0799,116.6651,468.1342,351.4691
46.1891,116.8109,468.5089,351.6980
46.2983,116.9573,468.8832,351.9258
46.4075,117.1044,469.2568,352.1524
46.5167,117.2521,469.6299,352.3778
46.6259,117.4004,470.0025,352.6021
46.7351,117.5494,470.3745,352.8251
46.8443,117.6990,470.7460,353.0470
46.9535,117.8492,471.1169,353.2677
47.0627,118.0001,471.4873,353.4872
47.1719,118.1516,471.8572,353.7056
47.2811,118.3037,472.2265,353.9228
47.3903,118.4564,472.5953,354.1388
47.4995,118.6098,472.9635,354.3537
47.6086,118.7638,473.3313,354.5675
47.7178,118.9184,473.6985,354.7800
47.8270,119.0737,474.0651,354.9915
47.9362,119.2295,474.4313,355.2018
48.0454,119.3860,474.7969,355.4109
48.1546,119.5431,475.1620,355.6189
48.2638,119.7008,475.5266,355.8258
48.3730,119.8592,475.8907,356.0315
48.4822,120.0181,476.2543,356.2362
48.5914,120.1777,476.6173,356.4396
48.7006,120.3379,476.9799,356.6420
48.8098,120.4986,477.3419,356.8433
48.9190,120.6600,477.7034,357.0434
49.0282,120.8220,478.0645,357.2424
49.1374,120.9846,478.4250,357.4403
49.2466,121.1478,478.7850,357.6372
49.3558,121.3117,479.1445,357.8329
49.4649,121.4761,479.5035,358.0275
49.5741,121.6411,479.8621,358.2210
49.6833,121.8067,480.2201,358.4134
49.7925,121.9729,480.5776,358.6047
49.9017,122.1397,480.9347,358.7950
50.0109,122.3071,481.2913,358.9841
50.1201,122.4751,481.6473,359.1722
50.2293,122.6437,482.0029,359.3592
50.3385,122.8129,482.3580,359.5451
50.4477,122.9827,482.7127,359.7300
50.5569,123.1530,483.0668,359.9138
50.6661,123.3240,483.4205,360.0965
50.7753,123.4955,483.7737,360.2782
50.8845,123.6676,484.1264,360.4588
50.9937,123.8403,484.4786,360.6383
51.1029,124.0136,484.8304,360.8168
51.2121,124.1874,485.1817,360.9943
51.3212,124.3619,485.5325,361.1707
51.4304,124.5369,485.8829,361.3460
51.5396,124.7125,486.2328,361.5203
51.6488,124.8886,486.5822,361.6936
51.7580,125.0653,486.9312,361.8658
51.8672,125.2426,487.2797,362.0371
51.9764,125.4205,487.6278,362.2072
52.0856,125.5989,487.9754,362.3764
52.1948,125.7779,488.3225,362.5446
52.3040,125.9575,488.6692,362.7117
52.4132,126.1376,489.0154,362.8778
52.5224,126.3183,489.3612,363.0429
52.6316,126.4996,489.7065,363.2070
52.7408,126.6814,490.0514,363.3700
52.8500,126.8637,490.3959,363.5321
52.9592,127.0467,490.7398,363.6932
53.0684,127.2301,491.0834,363.8533
53.1775,127.4141,491.4265,364.0124
53.2867,127.5987,491.7692,364.1704
53.3959,127.7838,492.1114,364.3275
53.5051,127.9695,492.4532,364.4837
53.6143,128.1557,492.7945,364.6388
53.7235,128.3425,493.1355,364.7930
53.8327,128.5298,493.4759,364.9461
53.9419,128.7176,493.8160,365.0984
54.0511,128.9060,494.1556,365.2496
54.1603,129.0949,494.4948,365.3999
54.2695,129.2844,494.8336,365.5492
54.3787,129.4744,495.1719,365.6975
54.4879,129.6649,495.5098,365.8449
54.5971,129.8560,495.8473,365.9913
54.7063,130.0476,496.1844,366.1368
54.8155,130.2397,496.5210,366.2813
54.9247,130.4323,496.8573,366.4249
55.0339,130.6255,497.1931,366.5676
55.1430,130.8192,497.5285,366.7093
55.2522,131.0134,497.8634,366.8500
55.3614,131.2082,498.1980,366.9898
55.4706,131.4034,498.5322,367.1287
55.5798,131.5992,498.8659,367.2667
55.6890,131.7955,499.1992,367.4037
55.7982,131.9923,499.5322,367.5398
55.9074,132.1896,499.8647,367.6750
56.0166,132.3875,500.1968,367.8093
56.1258,132.5858,500.5285,367.9427
56.2350,132.7847,500.8598,368.0751
56.3442,132.9840,501.1907,368.2067
56.4534,133.1839,501.5212,368.3373
56.5626,133.3843,501.8513,368.4670
56.6718,133.5851,502.1810,368.5958
56.7810,133.7865,502.5103,368.7238
56.8902,133.9884,502.8392,368.8508
56.9993,134.1907,503.1677,368.9770
57.1085,134.3936,503.4958,369.1022
57.2177,134.5970,503.8235,369.2266
57.3269,134.8008,504.1509,369.3501
57.4361,135.0052,504.4778,369.4727
57.5453,135.2100,504.8044,369.5944
57.6545,135.4153,505.1306,369.7152
57.7637,135.6211,505.4563,369.8352
57.8729,135.8274,505.7817,369.9543
57.9821,136.0342,506.1068,370.0726
58.0913,136.2414,506.4314,370.1900
58.2005,136.4492,506.7556,370.3065
58.3097,136.6574,507.0795,370.4221
58.4189,136.8661,507.4030,370.5369
58.5281,137.0753,507.7261,370.6509
58.6373,137.2849,508.0489,370.7640
58.7465,137.4950,508.3712,370.8762
58.8556,137.7056,508.6932,370.9876
58.9648,137.9166,509.0148,371.0982
59.0740,138.1282,509.3361,371.2079
59.1832,138.3402,509.6570,371.3168
59.2924,138.5526,509.9775,371.4249
59.4016,138.7655,510.2976,371.5321
59.5108,138.9789,510.6174,371.6385
59.6200,139.1927,510.9368,371.7440
59.7292,139.4070,511.2558,371.8488
59.8384,139.6218,511.5745,371.9527
59.9476,139.8370,511.8928,372.0558
60.0568,140.0527,512.2108,372.1581
60.1660,140.2688,512.5284,372.2596
60.2752,140.4853,512.8456,372.3602
60.3844,140.7023,513.1625,372.4601
60.4936,140.9198,513.4790,372.5592
60.6028,141.1377,513.7951,372.6574
60.7119,141.3561,514.1109,372.7549
60.8211,141.5749,514.4264,372.8515
60.9303,141.7941,514.7415,372.9474
61.0395,142.0138,515.0562,373.0424
61.1487,142.2339,515.3706,373.1367
61.2579,142.4544,515.6846,373.2302
61.3671,142.6754,515.9983,373.3229
61.4763,142.8968,516.3117,373.4149
61.5855,143.1187,516.6247,373.5060
61.6947,143.3409,516.9373,373.5964
61.8039,143.5637,517.2496,373.6860
61.9131,143.7868,517.5616,373.7748
62.0223,144.0104,517.8732,373.8629
62.1315,144.2343,518.1845,373.9502
62.2407,144.4587,518.4954,374.0367
62.3499,144.6836,518.8060,374.1225
62.4591,144.9088,519.1163,374.2075
62.5682,145.1345,519.4262,374.2917
62.6774,145.3606,519.7358,374.3752
62.7866,145.5871,520.0450,374.4580
62.8958,145.8140,520.3539,374.5400
63.0050,146.0413,520.6625,374.6212
63.1142,146.2690,520.9708,374.7017
63.2234,146.4972,521.2787,374.7815
63.3326,146.7257,521.5863,374.8605
63.4418,146.9547,521.8935,374.9388
63.5510,147.1840,522.2004,375.0164
63.6602,147.4138,522.5070,375.0932
63.7694,147.6440,522.8133,375.1693
63.8786,147.8745,523.1192,375.2447
63.9878,148.1055,523.4249,375.3194
64.0970,148.3369,523.7302,375.3933
64.2062,148.5686,524.0351,375.4665
64.3154,148.8008,524.3398,375.5390
64.4245,149.0333,524.6441,375.6108
64.5337,149.2663,524.9481,375.6818
64.6429,149.4996,525.2518,375.7522
64.7521,149.7333,525.5551,375.8219
64.8613,149.9674,525.8582,375.8908
64.9705,150.2019,526.1609,375.9590
65.0797,150.4367,526.4633,376.0266
65.1889,150.6720,526.7654,376.0934
65.2981,150.9076,527.0672,376.1596
65.4073,151.1436,527.3687,376.2250
65.5165,151.3800,527.6698,376.2898
65.6257,151.6168,527.9707,376.3539
65.7349,151.8539,528.2712,376.4173
65.8441,152.0914,528.5714,376.4800
65.9533,152.3293,528.8714,376.5420
66.0625,152.5676,529.1710,376.6034
66.1717,152.8062,529.4703,376.6641
66.2808,153.0452,529.7692,376.7241
66.3900,153.2845,530.0679,376.7834
66.4992,153.5243,530.3663,376.8421
66.6084,153.7643,530.6644,376.9000
66.7176,154.0048,530.9622,376.9574
66.8268,154.2456,531.2596,377.0140
66.9360,154.4868,531.5568,377.0700
67.0452,154.7283,531.8537,377.1254
67.1544,154.9702,532.1502,377.1801
67.2636,155.2124,532.4465,377.2341
67.3728,155.4550,532.7425,377.2875
67.4820,155.6979,533.0382,377.3402
67.5912,155.9412,533.3335,377.3923
67.7004,156.1849,533.6286,377.4438
67.8096,156.4289,533.9234,377.4946
67.9188,156.6732,534.2179,377.5447
68.0280,156.9179,534.5121,377.5942
68.1371,157.1629,534.8060,377.6431
68.2463,157.4083,535.0996,377.6914
68.3555,157.6540,535.3929,377.7390
68.4647,157.9000,535.6860,377.7860
68.5739,158.1464,535.9787,377.8323
68.6831,158.3931,536.2712,377.8781
68.7923,158.6402,536.5633,377.9232
68.9015,158.8875,536.8552,377.9677
69.0107,159.1353,537.1468,378.0116
69.1199,159.3833,537.4381,378.0548
69.2291,159.6317,537.7292,378.0975
69.3383,159.8804,538.0199,378.1395
69.4475,160.1294,538.3103,378.1809
69.5567,160.3788,538.6005,378.2217
69.6659,160.6285,538.8904,378.2619
69.7751,160.8785,539.1800,378.3015
69.8843,161.1288,539.4694,378.3405
69.9934,161.3795,539.7584,378.3789
70.1026,161.6304,540.0472,378.4168
70.2118,161.8817,540.3357,378.4540
70.3210,162.1333,540.6239,378.4906
70.4302,162.3852,540.9118,378.5266
70.5394,162.6375,541.1995,378.5620
70.6486,162.8900,541.4869,378.5969
70.7578,163.1429,541.7740,378.6311
70.8670,163.3960,542.0608,378.6648
70.9762,163.6495,542.3474,378.6979
71.0854,163.9033,542.6337,378.7304
71.1946,164.1573,542.9197,378.7624
71.3038,164.4117,543.2055,378.7938
71.4130,164.6664,543.4910,378.8246
71.5222,164.9214,543.7762,378.8548
71.6314,165.1767,544.0611,378.8844
71.7406,165.4323,544.3458,378.9135
71.8497,165.6882,544.6302,378.9420
71.9589,165.9444,544.9144,378.9700
72.0681,166.2008,545.1982,378.9974
72.1773,166.4576,545.4819,379.0242
72.2865,166.7147,545.7652,379.0505
72.3957,166.9720,546.0483,379.0763
72.5049,167.2297,546.3311,379.1014
72.6141,167.4876,546.6137,379.1261
72.7233,167.7458,546.8960,379.1501
72.8325,168.0043,547.1780,379.1737
72.9417,168.2631,547.4598,379.1966
73.0509,168.5222,547.7413,379.2191
73.1601,168.7816,548.0226,379.2410
73.2693,169.0412,548.3035,379.2623
73.3785,169.3011,548.5843,379.2832
73.4877,169.5613,548.8648,379.3034
73.5969,169.8218,549.1450,379.3232
73.7060,170.0826,549.4250,379.3424
73.8152,170.3436,549.7047,379.3611
73.9244,170.6049,549.9841,379.3793
74.0336,170.8664,550.2634,379.3969
74.1428,171.1283,550.5423,379.4140
74.2520,171.3904,550.8210,379.4306
74.3612,171.6528,551.0995,379.4467
74.4704,171.9154,551.3777,379.4622
74.5796,172.1784,551.6556,379.4773
74.6888,172.4415,551.9333,379.4918
74.7980,172.7050,552.2108,379.5058
74.9072,172.9687,552.4880,379.5193
75.0164,173.2326,552.7649,379.5323
75.1256,173.4969,553.0416,379.5447
75.2348,173.7614,553.3181,379.5567
75.3440,174.0261,553.5943,379.5682
75.4532,174.2911,553.8702,379.5791
75.5623,174.5564,554.1460,379.5896
75.6715,174.8219,554.4214,379.5996
75.7807,175.0876,554.6967,379.6090
