Czas (s),Temperatura w osi (C),Temperatura na powierzchni (C),Roznica dT (C)
2.2713,100.0000,192.2856,92.2856
2.2888,100.0000,192.6271,92.6271
2.3063,100.0000,192.9671,92.9671
2.3238,100.0000,193.3057,93.3057
2.3412,100.0000,193.6430,93.6430
2.3587,100.0000,193.9789,93.9789
2.3762,100.0000,194.3135,94.3135
2.3936,100.0000,194.6467,94.6467
2.4111,100.0000,194.9786,94.9786
2.4286,100.0000,195.3093,95.3093
2.4461,100.0000,195.6386,95.6386
2.4635,100.0000,195.9667,95.9667
2.4810,100.0000,196.2935,96.2935
2.4985,100.0000,196.6191,96.6191
2.5159,100.0000,196.9435,96.9435
2.5334,100.0000,197.2666,97.2666
2.5509,100.0000,197.5886,97.5886
2.5684,100.0000,197.9093,97.9093
2.5858,100.0000,198.2289,98.2289
2.6033,100.0000,198.5473,98.5473
2.6208,100.0000,198.8645,98.8645
2.6382,100.0000,199.1806,99.1806
2.6557,100.0000,199.4956,99.4956
2.6732,100.0000,199.8095,99.8095
2.6907,100.0000,200.1222,100.1222
2.7081,100.0000,200.4338,100.4338
2.7256,100.0000,200.7444,100.7444
2.7431,100.0000,201.0539,101.0539
2.7605,100.0000,201.3623,101.3623
2.7780,100.0000,201.6696,101.6696
2.7955,100.0000,201.9759,101.9759
2.8130,100.0000,202.2812,102.2812
2.8304,100.0000,202.5854,102.5854
2.8479,100.0000,202.8887,102.8887
2.8654,100.0000,203.1909,103.1909
2.8829,100.0000,203.4921,103.4921
2.9003,100.0000,203.7923,103.7923
2.9178,100.0000,204.0916,104.0916
2.9353,100.0000,204.3898,104.3898
2.9527,100.0000,204.6871,104.6871
2.9702,100.0000,204.9835,104.9835
2.9877,100.0000,205.2789,105.2789
3.0052,100.0000,205.5733,105.5733
3.0226,100.0000,205.8669,105.8669
3.0401,100.0000,206.1595,106.1595
3.0576,100.0000,206.4512,106.4512
3.0750,100.0000,206.7420,106.7420
3.0925,100.0000,207.0319,107.0319
3.1100,100.0000,207.3209,107.3209
3.1275,100.0000,207.6090,107.6090
3.1449,100.0000,207.8962,107.8962
3.1624,100.0000,208.1826,108.1826
3.1799,100.0000,208.4681,108.4681
3.1973,100.0000,208.7528,108.7528
3.2148,100.0000,209.0366,109.0366
3.2323,100.0000,209.3196,109.3196
3.2498,100.0000,209.6017,109.6017
3.2672,100.0000,209.8830,109.8830
3.2847,100.0000,210.1635,110.1635
3.3022,100.0000,210.4432,110.4432
3.3196,100.0000,210.7221,110.7221
3.3371,100.0000,211.0002,111.0002
3.3546,100.0000,211.2774,111.2774
3.3721,100.0000,211.5539,111.5539
3.3895,100.0000,211.8296,111.8296
3.4070,100.0000,212.1046,112.1046
3.4245,100.0000,212.3787,112.3787
3.4419,100.0000,212.6521,112.6521
3.4594,100.0000,212.9248,112.9248
3.4769,100.0000,213.1967,113.1967
3.4944,100.0000,213.4678,113.4678
3.5118,100.0000,213.7382,113.7382
3.5293,100.0000,214.0079,114.0079
3.5468,100.0000,214.2768,114.2768
3.5643,100.0000,214.5450,114.5450
3.5817,100.0000,214.8125,114.8125
3.5992,100.0000,215.0793,115.0793
3.6167,100.0000,215.3454,115.3454
3.6341,100.0000,215.6107,115.6107
3.6516,100.0000,215.8754,115.8754
3.6691,100.0000,216.1394,116.1394
3.6866,100.0000,216.4027,116.4027
3.7040,100.0000,216.6653,116.6653
3.7215,100.0000,216.9272,116.9272
3.7390,100.0000,217.1884,117.1884
3.7564,100.0000,217.4490,117.4490
3.7739,100.0000,217.7089,117.7089
3.7914,100.0000,217.9682,117.9682
3.8089,100.0000,218.2268,118.2268
3.8263,100.0000,218.4848,118.4848
3.8438,100.0000,218.7421,118.7421
3.8613,100.0000,218.9987,118.9987
3.8787,100.0000,219.2548,119.2548
3.8962,100.0000,219.5102,119.5102
3.9137,100.0000,219.7649,119.7649
3.9312,100.0000,220.0191,120.0191
3.9486,100.0000,220.2726,120.2726
3.9661,100.0000,220.5255,120.5255
3.9836,100.0000,220.7778,120.7778
4.0010,100.0000,221.0295,121.0295
4.0185,100.0000,221.2806,121.2806
4.0360,100.0000,221.5310,121.5310
4.0535,100.0000,221.7809,121.7809
4.0709,100.0000,222.0302,122.0302
4.0884,100.0000,222.2789,122.2789
4.1059,100.0000,222.5270,122.5270
4.1234,100.0000,222.7746,122.7746
4.1408,100.0000,223.0216,123.0216
4.1583,100.0000,223.2679,123.2679
4.1758,100.0000,223.5138,123.5138
4.1932,100.0000,223.7590,123.7590
4.2107,100.0000,224.0037,124.0037
4.2282,100.0000,224.2478,124.2478
4.2457,100.0000,224.4914,124.4914
4.2631,100.0000,224.7344,124.7344
4.2806,100.0000,224.9769,124.9769
4.2981,100.0000,225.2189,125.2189
4.3155,100.0000,225.4602,125.4602
4.3330,100.0000,225.7011,125.7011
4.3505,100.0000,225.9414,125.9414
4.3680,100.0000,226.1812,126.1812
4.3854,100.0000,226.4204,126.4204
4.4029,100.0000,226.6592,126.6592
4.4204,100.0000,226.8974,126.8974
4.4378,100.0000,227.1351,127.1351
4.4553,100.0000,227.3722,127.3722
4.4728,100.0000,227.6089,127.6089
4.4903,100.0000,227.8450,127.8450
4.5077,100.0000,228.0807,128.0807
4.5252,100.0000,228.3158,128.3158
4.5427,100.0000,228.5504,128.5504
4.5601,100.0000,228.7846,128.7846
4.5776,100.0000,229.0182,129.0182
4.5951,100.0000,229.2514,129.2514
4.6126,100.0000,229.4840,129.4840
4.6300,100.0000,229.7162,129.7162
4.6475,100.0000,229.9479,129.9479
4.6650,100.0000,230.1791,130.1791
4.6824,100.0000,230.4098,130.4098
4.6999,100.0000,230.6400,130.6400
4.7174,100.0000,230.8698,130.8698
4.7349,100.0000,231.0991,131.0991
4.7523,100.0000,231.3279,131.3279
4.7698,100.0000,231.5563,131.5563
4.7873,100.0000,231.7842,131.7842
4.8048,100.0000,232.0117,132.0117
4.8222,100.0000,232.2387,132.2387
4.8397,100.0000,232.4652,132.4652
4.8572,100.0000,232.6913,132.6913
4.8746,100.0000,232.9169,132.9169
4.8921,100.0000,233.1421,133.1421
4.9096,100.0000,233.3668,133.3668
4.9271,100.0000,233.5911,133.5911
4.9445,100.0000,233.8149,133.8149
4.9620,100.0000,234.0384,134.0384
4.9795,100.0000,234.2613,134.2613
4.9969,100.0000,234.4839,134.4839
5.0144,100.0000,234.7060,134.7060
5.0319,100.0000,234.9277,134.9277
5.0494,100.0000,235.1489,135.1489
5.0668,100.0000,235.3697,135.3697
5.0843,100.0000,235.5901,135.5901
5.1018,100.0000,235.8101,135.8101
5.1192,100.0000,236.0297,136.0297
5.1367,100.0000,236.2488,136.2488
5.1542,100.0000,236.4676,136.4676
5.1717,100.0000,236.6859,136.6859
5.1891,100.0000,236.9038,136.9038
5.2066,100.0000,237.1213,137.1213
5.2241,100.0000,237.3384,137.3384
5.2415,100.0000,237.5551,137.5551
5.2590,100.0000,237.7714,137.7714
5.2765,100.0000,237.9873,137.9873
5.2940,100.0000,238.2028,138.2028
5.3114,100.0000,238.4179,138.4179
5.3289,100.0000,238.6326,138.6326
5.3464,100.0000,238.8469,138.8469
5.3639,100.0000,239.0609,139.0609
5.3813,100.0000,239.2744,139.2744
5.3988,100.0000,239.4876,139.4876
5.4163,100.0000,239.7003,139.7003
5.4337,100.0000,239.9127,139.9127
5.4512,100.0000,240.1247,140.1247
5.4687,100.0000,240.3363,140.3363
5.4862,100.0000,240.5476,140.5476
5.5036,100.0000,240.7585,140.7585
5.5211,100.0000,240.9690,140.9690
5.5386,100.0000,241.1791,141.1791
5.5560,100.0000,241.3889,141.3889
5.5735,100.0000,241.5983,141.5983
5.5910,100.0000,241.8073,141.8073
5.6085,100.0000,242.0160,142.0160
5.6259,100.0000,242.2243,142.2243
5.6434,100.0000,242.4322,142.4322
5.6609,100.0000,242.6398,142.6398
5.6783,100.0000,242.8470,142.8470
5.6958,100.0000,243.0539,143.0539
5.7133,100.0000,243.2604,143.2604
5.7308,100.0000,243.4666,143.4666
5.7482,100.0000,243.6724,143.6724
5.7657,100.0000,243.8778,143.8778
5.7832,100.0000,244.0829,144.0829
5.8006,100.0000,244.2877,144.2877
5.8181,100.0000,244.4921,144.4921
5.8356,100.0000,244.6962,144.6962
5.8531,100.0000,244.9000,144.9000
5.8705,100.0000,245.1034,145.1034
5.8880,100.0000,245.3064,145.3064
5.9055,100.0000,245.5091,145.5091
5.9229,100.0000,245.7115,145.7115
5.9404,100.0000,245.9136,145.9136
5.9579,100.0000,246.1153,146.1153
5.9754,100.0000,246.3167,146.3167
5.9928,100.0000,246.5178,146.5178
6.0103,100.0000,246.7185,146.7185
6.0278,100.0000,246.9189,146.9189
6.0453,100.0000,247.1190,147.1190
6.0627,100.0000,247.3187,147.3187
6.0802,100.0000,247.5182,147.5182
6.0977,100.0000,247.7173,147.7173
6.1151,100.0000,247.9161,147.9161
6.1326,100.0000,248.1146,148.1146
6.1501,100.0000,248.3127,148.3127
6.1676,100.0000,248.5106,148.5106
6.1850,100.0000,248.7081,148.7081
6.2025,100.0000,248.9053,148.9053
6.2200,100.0000,249.1022,149.1022
6.2374,100.0000,249.2988,149.2988
6.2549,100.0000,249.4951,149.4951
6.2724,100.0000,249.6911,149.6911
6.2899,100.0000,249.8868,149.8868
6.3073,100.0000,250.0822,150.0822
6.3248,100.0000,250.2772,150.2772
6.3423,100.0000,250.4720,150.4720
6.3597,100.0000,250.6665,150.6665
6.3772,100.0000,250.8606,150.8606
6.3947,100.0000,251.0545,151.0545
6.4122,100.0000,251.2481,151.2481
6.4296,100.0000,251.4413,151.4413
6.4471,100.0000,251.6343,151.6343
6.4646,100.0000,251.8270,151.8270
6.4820,100.0000,252.0194,152.0194
6.4995,100.0000,252.2115,152.2115
6.5170,100.0000,252.4033,152.4033
6.5345,100.0000,252.5948,152.5948
6.5519,100.0000,252.7861,152.7861
6.5694,100.0000,252.9770,152.9770
6.5869,100.0000,253.1677,153.1677
6.6044,100.0000,253.3580,153.3580
6.6218,100.0000,253.5481,153.5481
6.6393,100.0000,253.7380,153.7380
6.6568,100.0000,253.9275,153.9275
6.6742,100.0000,254.1167,154.1167
6.6917,100.0000,254.3057,154.3057
6.7092,100.0000,254.4944,154.4944
6.7267,100.0000,254.6828,154.6828
6.7441,100.0000,254.8710,154.8710
6.7616,100.0000,255.0588,155.0588
6.7791,100.0000,255.2464,155.2464
6.7965,100.0000,255.4338,155.4338
6.8140,100.0000,255.6208,155.6208
6.8315,100.0000,255.8076,155.8076
6.8490,100.0000,255.9941,155.9941
6.8664,100.0000,256.1804,156.1804
6.8839,100.0000,256.3663,156.3663
6.9014,100.0000,256.5521,156.5521
6.9188,100.0000,256.7375,156.7375
6.9363,100.0000,256.9227,156.9227
6.9538,100.0000,257.1076,157.1076
6.9713,100.0000,257.2923,157.2923
6.9887,100.0000,257.4767,157.4767
7.0062,100.0000,257.6608,157.6608
7.0237,100.0000,257.8447,157.8447
7.0411,100.0000,258.0283,158.0283
7.0586,100.0000,258.2117,158.2117
7.0761,100.0000,258.3948,158.3948
7.0936,100.0000,258.5776,158.5776
7.1110,100.0000,258.7602,158.7602
7.1285,100.0000,258.9426,158.9426
7.1460,100.0000,259.1247,159.1247
7.1634,100.0000,259.3065,159.3065
7.1809,100.0000,259.4881,159.4881
7.1984,100.0000,259.6695,159.6695
7.2159,100.0000,259.8506,159.8506
7.2333,100.0000,260.0314,160.0314
7.2508,100.0000,260.2120,160.2120
7.2683,100.0000,260.3924,160.3924
7.2858,100.0000,260.5725,160.5725
7.3032,100.0000,260.7523,160.7523
7.3207,100.0000,260.9320,160.9320
7.3382,100.0000,261.1114,161.1114
7.3556,100.0000,261.2905,161.2905
7.3731,100.0000,261.4694,161.4694
7.3906,100.0000,261.6481,161.6481
7.4081,100.0000,261.8265,161.8265
7.4255,100.0000,262.0047,162.0047
7.4430,100.0000,262.1826,162.1826
7.4605,100.0000,262.3603,162.3603
7.4779,100.0000,262.5378,162.5378
7.4954,100.0000,262.7150,162.7150
7.5129,100.0000,262.8920,162.8920
7.5304,100.0000,263.0688,163.0688
7.5478,100.0000,263.2454,163.2454
7.5653,100.0000,263.4217,163.4217
7.5828,100.0000,263.5977,163.5977
7.6002,100.0000,263.7736,163.7736
7.6177,100.0000,263.9492,163.9492
7.6352,100.0000,264.1246,164.1246
7.6527,100.0000,264.2998,164.2998
7.6701,100.0000,264.4747,164.4747
7.6876,100.0000,264.6494,164.6494
7.7051,100.0000,264.8239,164.8239
7.7225,100.0000,264.9982,164.9982
7.7400,100.0000,265.1722,165.1722
7.7575,100.0000,265.3460,165.3460
7.7750,100.0000,265.5196,165.5196
7.7924,100.0000,265.6930,165.6930
7.8099,100.0000,265.8662,165.8662
7.8274,100.0000,266.0391,166.0391
7.8449,100.0000,266.2118,166.2118
7.8623,100.0000,266.3843,166.3843
7.8798,100.0000,266.5566,166.5566
7.8973,100.0000,266.7287,166.7287
7.9147,100.0000,266.9005,166.9005
7.9322,100.0000,267.0721,167.0721
7.9497,100.0000,267.2436,167.2436
7.9672,100.0000,267.4148,167.4148
7.9846,100.0000,267.5858,167.5858
8.0021,100.0000,267.7565,167.7565
8.0196,100.0000,267.9271,167.9271
8.0370,100.0000,268.0975,168.0975
8.0545,100.0000,268.2676,168.2676
8.0720,100.0000,268.4376,168.4375
8.0895,100.0000,268.6073,168.6073
8.1069,100.0000,268.7768,168.7768
8.1244,100.0000,268.9461,168.9461
8.1419,100.0000,269.1152,169.1152
8.1593,100.0000,269.2841,169.2841
8.1768,100.0000,269.4528,169.4528
8.1943,100.0000,269.6213,169.6213
8.2118,100.0000,269.7896,169.7896
8.2292,100.0000,269.9577,169.9577
8.2467,100.0000,270.1255,170.1255
8.2642,100.0000,270.2932,170.2932
8.2816,100.0000,270.4607,170.4607
8.2991,100.0000,270.6280,170.6280
8.3166,100.0000,270.7950,170.7950
8.3341,100.0000,270.9619,170.9619
8.3515,100.0000,271.1286,171.1286
8.3690,100.0000,271.2951,171.2951
8.3865,100.0000,271.4614,171.4613
8.4039,100.0000,271.6274,171.6274
8.4214,100.0000,271.7933,171.7933
8.4389,100.0000,271.9590,171.9590
8.4564,100.0000,272.1245,172.1245
8.4738,100.0000,272.2898,172.2898
8.4913,100.0000,272.4549,172.4549
8.5088,100.0000,272.6198,172.6198
8.5263,100.0000,272.7845,172.7845
8.5437,100.0000,272.9491,172.9491
8.5612,100.0000,273.1134,173.1134
8.5787,100.0000,273.2775,173.2775
8.5961,100.0000,273.4415,173.4415
8.6136,100.0000,273.6053,173.6052
8.6311,100.0000,273.7688,173.7688
8.6486,100.0000,273.9322,173.9322
8.6660,100.0000,274.0954,174.0954
8.6835,100.0000,274.2584,174.2584
8.7010,100.0000,274.4213,174.4212
8.7184,100.0000,274.5839,174.5839
8.7359,100.0000,274.7463,174.7463
8.7534,100.0000,274.9086,174.9086
8.7709,100.0000,275.0707,175.0707
8.7883,100.0000,275.2326,175.2326
8.8058,100.0000,275.3943,175.3943
8.8233,100.0000,275.5558,175.5558
8.8407,100.0000,275.7172,175.7172
8.8582,100.0000,275.8783,175.8783
8.8757,100.0000,276.0393,176.0393
8.8932,100.0000,276.2001,176.2001
8.9106,100.0000,276.3607,176.3607
8.9281,100.0000,276.5212,176.5212
8.9456,100.0000,276.6815,176.6814
8.9630,100.0000,276.8415,176.8415
8.9805,100.0000,277.0014,177.0014
8.9980,100.0000,277.1612,177.1612
9.0155,100.0000,277.3207,177.3207
9.0329,100.0000,277.4801,177.4801
9.0504,100.0000,277.6393,177.6393
9.0679,100.0000,277.7983,177.7983
9.0853,100.0000,277.9572,177.9571
9.1028,100.0000,278.1158,178.1158
9.1203,100.0000,278.2743,178.2743
9.1378,100.0000,278.4327,178.4326
9.1552,100.0000,278.5908,178.5908
9.1727,100.0000,278.7488,178.7488
9.1902,100.0000,278.9066,178.9066
9.2077,100.0000,279.0643,179.0642
9.2251,100.0000,279.2217,179.2217
9.2426,100.0000,279.3790,179.3790
9.2601,100.0000,279.5361,179.5361
9.2775,100.0000,279.6931,179.6931
9.2950,100.0000,279.8499,179.8498
9.3125,100.0000,280.0065,180.0065
9.3300,100.0000,280.1630,180.1629
9.3474,100.0000,280.3192,180.3192
9.3649,100.0000,280.4753,180.4753
9.3824,100.0000,280.6313,180.6312
9.3998,100.0000,280.7871,180.7870
9.4173,100.0001,280.9427,180.9426
9.4348,100.0001,281.0981,181.0981
9.4523,100.0001,281.2534,181.2534
9.4697,100.0001,281.4086,181.4085
9.4872,100.0001,281.5635,181.5635
9.5047,100.0001,281.7183,181.7182
9.5221,100.0001,281.8729,181.8729
9.5396,100.0001,282.0274,182.0273
9.5571,100.0001,282.1817,182.1816
9.5746,100.0001,282.3359,182.3358
9.5920,100.0001,282.4898,182.4898
9.6095,100.0001,282.6437,182.6436
9.6270,100.0001,282.7973,182.7973
9.6444,100.0001,282.9508,182.9508
9.6619,100.0001,283.1042,183.1041
9.6794,100.0001,283.2574,183.2573
9.6969,100.0001,283.4104,183.4103
9.7143,100.0001,283.5632,183.5632
9.7318,100.0001,283.7160,183.7159
9.7493,100.0001,283.8685,183.8684
9.7668,100.0001,284.0209,184.0208
9.7842,100.0001,284.1731,184.1731
9.8017,100.0001,284.3252,184.3251
9.8192,100.0001,284.4772,184.4771
9.8366,100.0001,284.6289,184.6288
9.8541,100.0001,284.7805,184.7804
9.8716,100.0001,284.9320,184.9319
9.8891,100.0001,285.0833,185.0832
9.9065,100.0001,285.2345,185.2344
9.9240,100.0001,285.3855,185.3854
9.9415,100.0001,285.5363,185.5362
9.9589,100.0001,285.6870,185.6869
9.9764,100.0001,285.8376,185.8375
9.9939,100.0001,285.9880,185.9878
10.0114,100.0001,286.1382,186.1381
10.0288,100.0001,286.2883,186.2882
10.0463,100.0001,286.4382,186.4381
10.0638,100.0001,286.5880,186.5879
10.0812,100.0001,286.7377,186.7375
10.0987,100.0001,286.8872,186.8870
10.1162,100.0001,287.0365,187.0364
10.1337,100.0001,287.1857,187.1856
10.1511,100.0001,287.3348,187.3346
10.1686,100.0002,287.4837,187.4835
10.1861,100.0002,287.6324,187.6323
10.2035,100.0002,287.7810,187.7809
10.2210,100.0002,287.9295,187.9293
10.2385,100.0002,288.0778,188.0776
10.2560,100.0002,288.2260,188.2258
10.2734,100.0002,288.3740,188.3738
10.2909,100.0002,288.5219,188.5217
10.3084,100.0002,288.6696,188.6694
10.3258,100.0002,288.8172,188.8170
10.3433,100.0002,288.9647,188.9645
10.3608,100.0002,289.1120,189.1118
10.3783,100.0002,289.2591,189.2589
10.3957,100.0002,289.4061,189.4059
10.4132,100.0002,289.5530,189.5528
10.4307,100.0002,289.6998,189.6995
10.4482,100.0002,289.8463,189.8461
10.4656,100.0002,289.9928,189.9926
10.4831,100.0002,290.1391,190.1389
10.5006,100.0002,290.2853,190.2850
10.5180,100.0002,290.4313,190.4311
10.5355,100.0002,290.5772,190.5770
10.5530,100.0003,290.7230,190.7227
10.5705,100.0003,290.8686,190.8683
10.5879,100.0003,291.0140,191.0138
10.6054,100.0003,291.1594,191.1591
10.6229,100.0003,291.3046,191.3043
10.6403,100.0003,291.4496,191.4494
10.6578,100.0003,291.5946,191.5943
10.6753,100.0003,291.7393,191.7390
10.6928,100.0003,291.8840,191.8837
10.7102,100.0003,292.0285,192.0282
10.7277,100.0003,292.1729,192.1726
10.7452,100.0003,292.3171,192.3168
10.7626,100.0003,292.4612,192.4609
10.7801,100.0003,292.6052,192.6049
10.7976,100.0003,292.7490,192.7487
10.8151,100.0004,292.8927,192.8924
10.8325,100.0004,293.0363,193.0359
10.8500,100.0004,293.1797,193.1794
10.8675,100.0004,293.3230,193.3227
10.8849,100.0004,293.4662,193.4658
10.9024,100.0004,293.6092,193.6088
10.9199,100.0004,293.7521,193.7517
10.9374,100.0004,293.8949,193.8945
10.9548,100.0004,294.0376,194.0371
10.9723,100.0004,294.1801,194.1796
10.9898,100.0004,294.3224,194.3220
11.0073,100.0004,294.4647,194.4642
11.0247,100.0005,294.6068,194.6063
11.0422,100.0005,294.7488,194.7483
11.0597,100.0005,294.8906,194.8902
11.0771,100.0005,295.0324,195.0319
11.0946,100.0005,295.1740,195.1735
11.1121,100.0005,295.3154,195.3149
11.1296,100.0005,295.4568,195.4563
11.1470,100.0005,295.5980,195.5975
11.1645,100.0005,295.7391,195.7385
11.1820,100.0005,295.8800,195.8795
11.1994,100.0006,296.0208,196.0203
11.2169,100.0006,296.1615,196.1610
11.2344,100.0006,296.3021,196.3015
11.2519,100.0006,296.4426,196.4420
11.2693,100.0006,296.5829,196.5823
11.2868,100.0006,296.7231,196.7225
11.3043,100.0006,296.8632,196.8625
11.3217,100.0006,297.0031,197.0025
11.3392,100.0006,297.1429,197.1423
11.3567,100.0007,297.2826,197.2820
11.3742,100.0007,297.4222,197.4215
11.3916,100.0007,297.5616,197.5610
11.4091,100.0007,297.7010,197.7003
11.4266,100.0007,297.8402,197.8395
11.4440,100.0007,297.9792,197.9785
11.4615,100.0007,298.1182,198.1175
11.4790,100.0008,298.2570,198.2563
11.4965,100.0008,298.3957,198.3950
11.5139,100.0008,298.5343,198.5335
11.5314,100.0008,298.6728,198.6720
11.5489,100.0008,298.8111,198.8103
11.5663,100.0008,298.9494,198.9485
11.5838,100.0008,299.0875,199.0866
11.6013,100.0009,299.2254,199.2246
11.6188,100.0009,299.3633,199.3624
11.6362,100.0009,299.5010,199.5001
11.6537,100.0009,299.6387,199.6377
11.6712,100.0009,299.7762,199.7752
11.6887,100.0009,299.9135,199.9126
11.7061,100.0010,300.0508,200.0498
11.7236,100.0010,300.1879,200.1870
11.7411,100.0010,300.3250,200.3240
11.7585,100.0010,300.4619,200.4609
11.7760,100.0010,300.5987,200.5976
11.7935,100.0011,300.7353,200.7343
11.8110,100.0011,300.8719,200.8708
11.8284,100.0011,301.0083,201.0072
11.8459,100.0011,301.1446,201.1435
11.8634,100.0011,301.2808,201.2797
11.8808,100.0012,301.4169,201.4158
11.8983,100.0012,301.5529,201.5517
11.9158,100.0012,301.6888,201.6876
11.9333,100.0012,301.8245,201.8233
11.9507,100.0012,301.9601,201.9589
11.9682,100.0013,302.0956,202.0944
11.9857,100.0013,302.2310,202.2297
12.0031,100.0013,302.3663,202.3650
12.0206,100.0013,302.5015,202.5001
12.0381,100.0013,302.6365,202.6352
12.0556,100.0014,302.7715,202.7701
12.0730,100.0014,302.9063,202.9049
12.0905,100.0014,303.0410,203.0396
12.1080,100.0014,303.1756,203.1741
12.1254,100.0015,303.3101,203.3086
